Resume,Category
"Professional Summary:
Results-driven Data Scientist with 1 years of experience in
A/B Testing, R, Data Visualization, TensorFlow. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
A/B Testing, R, Data Visualization, TensorFlow, SQL, Machine Learning, Deep Learning, Tableau, Agile, Scrum

Experience:
Data Scientist at Quantum Softworks
- Streamlined statistical analyses using Machine Learning, by 20%.
- Improved recommendation systems using Matplotlib, by 35%.
- Improved machine learning models using Pandas, by 35%.

Education:
MCA, Anna University

Certifications:
PMP Certification",Data Scientist
"Professional Summary:
Results-driven Data Scientist with 2 years of experience in
Tableau, Matplotlib, Scikit-learn, TensorFlow. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Tableau, Matplotlib, Scikit-learn, TensorFlow, Data Visualization, Power BI, NumPy, Deep Learning, Problem Solving, Time Management

Experience:
Data Scientist at Skyline Digital
- Engineered dashboards using Data Visualization, improving performance by 40%.
- Streamlined predictive models using Power BI, resulting in 15% cost savings.
- Improved predictive models using Deep Learning, reducing latency by 25%.

Education:
B.Tech in Electronics and Communication, VIT University

Certifications:
Oracle Certified Java Programmer",Data Scientist
"Professional Summary:
Results-driven Java Developer with 9 years of experience in
JPA, Design Patterns, Maven, Git. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
JPA, Design Patterns, Maven, Git, SQL, Hibernate, Spring Boot, Multithreading, Scrum, Problem Solving

Experience:
Java Developer at Vertex Solutions
- Improved backend systems using Maven, reducing latency by 25%.
- Deployed REST APIs using Maven, by 35%.

Education:
M.Sc in Data Science, Delhi Technological University

Certifications:
TensorFlow Developer Certificate",Java Developer
"Professional Summary:
Results-driven Software Engineer with 3 years of experience in
Design Patterns, C++, Git, Data Structures. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Design Patterns, C++, Git, Data Structures, Agile, Object Oriented Programming, Unit Testing, CI/CD, Scrum, Time Management

Experience:
Software Engineer at Vertex Solutions
- Architected software modules using Python, by 20%.
- Automated backend services using Object Oriented Programming, by 35%.
- Delivered backend services using Agile, by 35%.

Education:
B.Sc in Computer Science, Anna University

Certifications:
Certified Kubernetes Administrator",Software Engineer
"Professional Summary:
Results-driven Data Scientist with 1 years of experience in
SQL, Jupyter, Machine Learning, PyTorch. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
SQL, Jupyter, Machine Learning, PyTorch, Data Visualization, Statistics, Power BI, Python, Project Management, Time Management

Experience:
Data Scientist at ByteForge Inc
- Automated dashboards using NumPy, by 20%.
- Automated predictive models using Tableau, for over 10,000 users.
- Designed dashboards using Scikit-learn, by 20%.
- Led recommendation systems using Feature Engineering, improving performance by 40%.

Education:
M.Sc in Data Science, National Institute of Technology

Certifications:
Microsoft Certified: Azure Fundamentals",Data Scientist
"Professional Summary:
Results-driven Software Engineer with 6 years of experience in
Design Patterns, Data Structures, Unit Testing, C++. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Design Patterns, Data Structures, Unit Testing, C++, Java, Python, Git, Object Oriented Programming, Problem Solving, Team Leadership

Experience:
Software Engineer at CloudNine Technologies
- Developed APIs using CI/CD, for over 10,000 users.
- Managed scalable systems using SQL, resulting in 15% cost savings.
- Implemented software modules using Git, for over 10,000 users.
- Created backend services using REST APIs, across 5 production environments.

Education:
B.E in Information Technology, Pune University

Certifications:
PMP Certification",Software Engineer
"Professional Summary:
Results-driven Data Scientist with 11 years of experience in
Python, Tableau, Matplotlib, Machine Learning. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Python, Tableau, Matplotlib, Machine Learning, Jupyter, TensorFlow, Power BI, NumPy, Communication, Team Leadership

Experience:
Data Scientist at Quantum Softworks
- Developed data pipelines using Statistics, by 20%.
- Developed data pipelines using Jupyter, improving performance by 40%.
- Engineered machine learning models using Feature Engineering, for over 10,000 users.

Education:
B.Sc in Computer Science, National Institute of Technology

Certifications:
Google Data Analytics Certificate",Data Scientist
"Professional Summary:
Results-driven Java Developer with 12 years of experience in
MySQL, REST APIs, Microservices, Kafka. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
MySQL, REST APIs, Microservices, Kafka, Design Patterns, Maven, Java, Multithreading, Project Management, Problem Solving

Experience:
Java Developer at Skyline Digital
- Delivered Spring Boot microservices using Kafka, reducing latency by 25%.
- Designed batch jobs using Hibernate, by 20%.
- Led batch jobs using Git, reducing latency by 25%.

Education:
MCA, Delhi Technological University

Certifications:
Google Data Analytics Certificate",Java Developer
"Professional Summary:
Results-driven DevOps Engineer with 5 years of experience in
Ansible, Kubernetes, Terraform, Linux. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Ansible, Kubernetes, Terraform, Linux, Azure DevOps, Docker, Git, Jenkins, Communication, Project Management

Experience:
DevOps Engineer at ByteForge Inc
- Led release pipelines using Docker, by 35%.
- Led infrastructure as code using Ansible, by 20%.

Education:
B.Tech in Computer Science, Indian Institute of Technology

Certifications:
Microsoft Certified: Azure Fundamentals",DevOps Engineer
"Professional Summary:
Results-driven DevOps Engineer with 1 years of experience in
GitLab CI, Ansible, Prometheus, Docker. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
GitLab CI, Ansible, Prometheus, Docker, AWS, Terraform, Infrastructure as Code, Azure DevOps, Scrum, Time Management

Experience:
DevOps Engineer at Innovate Systems
- Created release pipelines using Infrastructure as Code, for over 10,000 users.
- Designed container orchestration using Terraform, for over 10,000 users.
- Optimized container orchestration using Kubernetes, reducing latency by 25%.

Education:
MCA, Pune University

Certifications:
AWS Certified Solutions Architect",DevOps Engineer
"Professional Summary:
Results-driven DevOps Engineer with 9 years of experience in
Ansible, Bash Scripting, Infrastructure as Code, GitLab CI. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Ansible, Bash Scripting, Infrastructure as Code, GitLab CI, AWS, Azure DevOps, Git, Prometheus, Team Leadership, Communication

Experience:
DevOps Engineer at Innovate Systems
- Developed infrastructure as code using Infrastructure as Code, reducing latency by 25%.
- Managed CI/CD pipelines using Docker, improving performance by 40%.

Education:
M.Tech in Computer Science, Pune University

Certifications:
PMP Certification",DevOps Engineer
"Professional Summary:
Results-driven Web Developer with 10 years of experience in
Webpack, Tailwind CSS, Bootstrap, Node.js. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Webpack, Tailwind CSS, Bootstrap, Node.js, React, Git, REST APIs, Next.js, Problem Solving, Team Leadership

Experience:
Web Developer at ByteForge Inc
- Built e-commerce platforms using Redux, improving performance by 40%.
- Managed e-commerce platforms using Webpack, by 20%.
- Created e-commerce platforms using CSS, improving performance by 40%.
- Built landing pages using Node.js, improving performance by 40%.

Education:
M.Tech in Computer Science, Anna University

Certifications:
Oracle Certified Java Programmer",Web Developer
"Professional Summary:
Results-driven Java Developer with 9 years of experience in
Java, Kafka, JPA, REST APIs. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Java, Kafka, JPA, REST APIs, Docker, Git, MySQL, SQL, Agile, Time Management

Experience:
Java Developer at TechCorp Solutions
- Led batch jobs using Maven, improving performance by 40%.
- Engineered backend systems using Spring Boot, resulting in 15% cost savings.
- Architected batch jobs using Java, resulting in 15% cost savings.

Education:
B.E in Information Technology, Indian Institute of Technology

Certifications:
AWS Certified Solutions Architect",Java Developer
"Professional Summary:
Results-driven DevOps Engineer with 1 years of experience in
Bash Scripting, Docker, Monitoring, Grafana. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Bash Scripting, Docker, Monitoring, Grafana, Prometheus, Terraform, Git, AWS, Time Management, Scrum

Experience:
DevOps Engineer at Vertex Solutions
- Streamlined release pipelines using Bash Scripting, reducing latency by 25%.
- Developed monitoring systems using Linux, for over 10,000 users.
- Engineered CI/CD pipelines using Prometheus, across 5 production environments.
- Implemented CI/CD pipelines using Bash Scripting, reducing latency by 25%.

Education:
B.Tech in Computer Science, Delhi Technological University

Certifications:
AWS Certified Solutions Architect",DevOps Engineer
